Service Tag,System Type,Ship Date,Dell IBU,Description,Provider,Warrenty Extension Notice *,Start Date,End Date,Days Left,,,,,,,,,,,,,,,,,,
65dkyb1,inspiron 1300/b130,10/15/2006,americas,sol,10/15/2006,10/15/2007,0,limited technical support,dell,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
b3nkyb1,inspiron 6400/e1505,10/16/2006,americas,bsc,10/16/2007,10/15/2008,0,limited technical support,dell,10/16/2007,10/15/2008,0,,,,,,,,,,,,,,,
1NAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4BOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DONKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8A1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5djkyb1,inspiron 6400/e1505,10/16/2006,americas,dell,10/16/2007,10/15/2008,0,next business day support,bsc,10/16/2007,10/15/2008,0,,,,,,,,,,,,,,,
g4pkyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
E6NKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
dk8kyb1,latitude d620,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,next business day support,qlx,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
6c4kyb1,inspiron 6400/e1505,10/16/2006,americas,next business day support,qlx,no,10/16/2007,10/15/2009,0,limited technical support,dell,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
3hhkyb1,inspiron 9400/e1705,10/16/2006,americas,dell,10/16/2006,10/15/2010,0,"next business day, includes nights/weekends",qlx,10/16/2007,10/15/2010,0,limited technical support,dell,10/16/2007,10/15/2010,0,,,,,,,,,,
d6lkyb1,optiplex gx520,10/14/2006,americas,next business day support,uny,no,1/12/2008,1/11/2010,0,,,,,,,,,,,,,,,,,,
FLEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hgfkyb1,latitude d620,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
9OOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
14EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PF8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3g4kyb1,latitude d820,10/18/2006,canada,next business day support,uny,no,10/18/2007,10/17/2010,0,,,,,,,,,,,,,,,,,,
438kyb1,dimension c521,10/16/2006,americas,next business day support,qlx,no,10/16/2007,10/15/2009,0,limited technical support,dell,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
I17KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EIDKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PCPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2l5kyb1,optiplex gx620,10/13/2006,americas,client gold support / prosupport,dell,no,10/13/2006,10/12/2009,0,next business day support,uny,no,10/13/2007,10/12/2009,0,,,,,,,,,,,,
dn2kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
3O8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IK8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K21KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
INFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6IGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KDGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K40KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
bkdkyb1,optiplex 745,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2010,0,,,,,,,,,,,,,,,,,,
ELJKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
glnkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
3AGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9DOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
c4fkyb1,optiplex gx620,10/15/2006,canada,next business day support,uny,no,10/15/2007,10/14/2011,269,,,,,,,,,,,,,,,,,,
396kyb1,xps/dimension 410/9200,10/14/2006,americas,dell,10/14/2006,10/14/2007,0,next business day support,bsc,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
1k9kyb1,inspiron 1300/b130,10/15/2006,americas,sol,10/15/2006,10/15/2007,0,limited technical support,dell,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
25bkyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
hjckyb1,inspiron 1300/b130,10/15/2006,americas,limited technical support,dell,no,10/15/2006,10/15/2007,0,next business day support,qlx,no,10/15/2006,10/15/2007,0,,,,,,,,,,,,
c1hkyb1,dimension e521,10/16/2006,americas,dell,10/16/2006,10/16/2007,0,next business day support,bsc,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
5IBKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5DEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5f9kyb1,inspiron 6400/e1505,10/31/2006,latin america,next business day support,uny,no,10/16/2007,1/13/2009,0,,,,,,,,,,,,,,,,,,
OCKKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0J1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2IJKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3I5KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PHFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2E7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2A7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
58AKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
d0hkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2010,0,next business day support,uny,no,10/16/2007,10/15/2010,0,,,,,,,,,,,,
2b5kyb1,optiplex gx620,10/14/2006,americas,client gold support / prosupport,dell,no,10/14/2006,10/13/2009,0,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,
720kyb1,latitude d520,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,client gold support / prosupport,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,
KJOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4gnkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
13hkyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
CEOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6l6kyb1,xps/dimension 410/9200,10/14/2006,americas,dell,10/14/2006,10/14/2007,0,next business day support,bsc,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
g28kyb1,dimension c521,10/16/2006,americas,next business day support,qlx,no,10/16/2007,10/15/2009,0,limited technical support,dell,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
2l2kyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
hg1kyb1,poweredge 2950,10/14/2006,americas,bronze software support,dell,no,10/14/2006,10/13/2009,0,next business day parts delivery,dell,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
FKIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
j0nkyb1,inspiron 6400/e1505,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
8lkkyb1,inspiron 1300/b130,12/13/2006,americas,next business day support,bsc,no,12/13/2006,12/13/2007,0,limited technical support,dell,no,12/13/2006,12/13/2007,0,,,,,,,,,,,,
918kyb1,inspiron 6400/e1505,10/15/2006,americas,dell,10/15/2006,10/15/2007,0,rapid response depot,sol,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
c88kyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
GIHKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g5hkyb1,latitude d620,10/15/2006,americas,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,,,,,,,
2g5kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2010,0,client gold support / prosupport,dell,no,10/14/2006,10/13/2010,0,next business day support,uny,no,10/14/2007,10/13/2010,0,,,,,,
26fkyb1,dimension 1100/b110,10/14/2006,americas,limited technical support,dell,no,10/14/2006,10/14/2007,0,next business day support,wang,no,10/14/2006,10/14/2007,0,,,,,,,,,,,,
5bbkyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
K2GKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P8OKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LO8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
BDOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
bmhkyb1,latitude d520,10/16/2006,americas,rapid response depot,sol,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
I9NKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KK4KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E7EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9dckyb1,inspiron 1300/b130,10/15/2006,americas,sol,10/15/2006,10/15/2007,0,limited technical support,dell,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
